,text,score
168,"A entrega foi bem rápida, pedi na sexta a tarde e chegou no domingo de manhã. A embalagem poderia ser melhor, como todo mundo fala nos comentários, veio em uma caixa de papelão sem proteção. Durante toda a compra tive acesso ao rastreamento, achei bem comunicativo a Amazon.",5
169,"Amei! Veio tudo certinho, bem embalado e entregou rápido. Saindo de um iPhone 12 mini pra esse e senti MUITA diferença no tamanho, câmera e velocidade. Vai ser meu companheirinho pelos próximos anos.",5
170,Estava planejando a muito a troca do meu celular e o dia chegouuuuuu,5
171,Produto chegou em perfeito estado. Muito bem embalado. Chegou antes do prazo previsto,5
172,iPhone dispensa comentários. Em todas as funcionalidades a Apple oferece o que há de melhor. Muito satisfeita!,5
173,Aparelho top em todos os quesitos…chegou muito rápido e bem embalado 👏🏽👏🏽👏🏽,5
174,"É meu primeiro IPhone e estou amando. No mais, compra na FastShop é confiável.",5
175,"Produto veio exatamente oq comprei e chegou alguns dias antes do previsto , veio bem embalado",5
176,A compra foi um sucesso em todos os sentido. Comprei um aparelho realmente diferenciado com um ótimo valor e a entrega foi rápida e com segurança.,5
177,"produto ótimo! só deveriam encher a caixa com algo para não ficar balançando o celular dentro. fora isso, nenhuma reclamação! entrega foi antecipada.",5
178,"Processador de ótimo desempenho, câmeras de boa qualidade, recurso de reduzir vídeos tremidos é satisfatório. Câmeras poderiam ter melhor qualidade em ambiente de pouca luz.",5
179,Veio certinho. Exatamente como esperado. Sobre o aparelho não há o que falar. Atende bem quem já é usuário Apple.,5
180,"Chegou bem rápido o iphone, bem.antes do prazo, tudo certinho.",5
181,"Essa é minha primeira experência com o iOS e além da beleza fiquei muito impressionada com a qualidade do produto e serviço da Amazon. A entrega foi rápida, veio bem embalado e recomendo super a compra do aparelho. Só tive um problema com a capinha que veio na cor errada, mas de resto, recomendo.",5
182,"Rápido, bem mais leve do que o meu anterior (XR).  A câmera traseira realmente é muito boa. Consegui fazer trabalhos usando o modo Cinema e fica excelente já em HD 30.",5
183,"Chegou antes do previsto, lindo esse iPhone um azul clarinho que se confunde com o branco! Eu amei ❤️",5
184,Chegou antes da data marcada de entrega.,5
185,"A entrega chegou antes do previsto, chegou em um domingo. Entregador muito educado e legal.",5
186,"Não é diferente do meu iPhone 11, mas é muito bom.",5
187,"Meu primeiro Iphone, gostando demais da experiencia depois de muitos anos usando o android. Recomendo",5
188,"Chegou tudo certinho, dentro do prazo. Celular maravilhoso, iPhone né…. 😍😍😍",5
189,Chegou certinho e antes do prazo!! Agora é só aproveitar!!,5
190,"Meu novo celular IPhone 15 chegou antes que o combinado, é melhor que eu pensava, adoreiii",5
191,"entrega dentro do prazo, celular chegou em perfeitas condições, recomendo o fornecedor e também o iphone.",5
192,Comprei para a minha esposa ela adorou é simplesmente perfeito,5
193,"Apesar da demora da entrega, eu amei o aparelho maravilhoso",5
194,"Estou gostando do aparelho. É a primeira vez que uso iPhone. Estou descobrindo como usar. Veio bem embalado, entrega super rápida.",5
195,"Nao eh muito diferente do 12 que eu tinha, mas, gostei que eh mais leve.",5
196,"Entrega extremamente rápida, comprei na sexta de manhã, enviaram na segunda de manhã e quarta de manhã já recebi em meu endereço, produto indiscutível, perfeito. Única coisa que na minha opinião deixaram a desejar foi que a loja que me enviou o produto a Fast Shop me passou um código de rastreio que não existe na transportadora, e isso gerou um certo transtorno e medo pelo produto não chegar, mas de resto foi super top, recomendo.",5
197,A entrega foi muito rápida e o produto chegou perfeito.,5
198,"Ameii chegou super rápido em cinco dias, tô completamente apaixonada nele",5
199,"chegou antes do previsto, não tive nenhum problema, deu tudo certo!",5
200,"Vi muitas críticas relacionada a forma de embalar o produto no transporte, mas creio que já melhoraram, colocaram numa caixa do tamanho apropriado para o aparelho. Chegou em perfeito estado. Vou usar o celular e depois trago atualizações",5
201,"Celular incrível, atende todas as expectativas, zero arrependimentos, 22 anos usando Android, pq não uma nova experiência, gostei bastante",5
202,"Não tem muito o que falar desse celular é padrão Apple celular de qualidade mas com preço muito elevado , a entrega foi normal chegou dentro do prazo mas poderia ser melhor embalado o celular foi entregue dentro de uma caixa sem nada prendendo ele poderia ter uma moldura do tamanho da caixa do celular dentro da caixa de papelão para não deixar o celular solto",5
203,Gostei muito do desempenho e da resolução da tela,5
204,"Amei o celular, troquei do XR para o 15. Único arrependimento foi ter colocado película de privacidade, fui inocente e acabei escolhendo essa opção meio ruim. Mas o celular é top!",5
205,"ótimo veio bem embalado, entrega super rápida demorou 5 dias para chegar",5
206,"Excelente telefone, veio bem rápido e é maravilhoso",5
207,"GOSTEI MUITO , EXATAMENTE O QUE EU ESPERAVA",5
208,"iPhone 15, veio perfeito na caixa, me surpreendeu possivelmente o aparelho, muito rápido, designer bem bonito.",5
209,Produto chegou de forma segura dentro do prazo estipulado. Excelente qualidade e ótimo preço para o Brasil.,5
210,"pra quem quer um celular tamanho normal, sem muito peso e dos mais novos, super recomendo",5
211,"Aparelho excelente, rápido, bateria dura muito. Saí de um XR de quase 5 anos para ele, consegui transferir todos os dados rapidamente e estou amando.",5
212,Achei que teria mais novidades. Muito parecido com o meu iPhone 11,5
213,"Pesquisei muito em relação aos modelos de iPhone disponíveis no momento, e este apresentou um ótimo custo-benefício. Gostei muito do produto.",5
214,"Comprei o iPhone 15 depois de usar o Xr por 5 anos, como sempre os aparelhos da Apple apresentam qualidade excelente! Só a embalagem feita pela Amazon que deixou a desejar, recebi dois livros e vieram muito bem mais embalados do que o celular que custa um absurdo.",5
215,Bom demais estou amando migrei do Android foi tudooo,5
216,"Muito lindo , lacrado veio tudo certo top demais",5
217,"Tinha um XR desde 2019, só resolvi trocar pq deu problema com o carregamento!",5
218,"iPhone 15 é um aparelho bom até agora tá atendendo todas minhas necessidades, câmera boa a bateria dura bastante mais que meu anterior que era iPhone 11.",5
219,"É um iPhone, não precisa dizer mais nada",5
220,Iphone 15 fantástico e chegou como deveria.,5
221,"Comprei pra minha esposa, mas achei o software muito complicado. Agora é tudo voltado para os jovens.",5
222,Veio em perfeitas condições e antes do prazo!,5
223,Condiz com as especificações.,5
224,"Ainda estou aprendendo a usar, mas a câmera é muito boa e tem muitas funções úteis",5
225,Entrega rápida e o aparelho é sensacional,5
226,O celular é bom e muito bonito!,5
227,"O meu iPhone é pequeno e bem delicado, a cor escolhida foi a cor azul e quando chegou notei que é azul mais puxada para o fosco. Para aqueles que adquiriram o seu primeiro IPhone não se preocupem é muito fácil configurar.Apaixonada!!!",5
228,Chegou dentro do prazo e em perfeito estado,5
229,Entrega no horário e dias estimados. Produto impecável!,5
230,"Celular maravilhoso, chegou antes do prazo ☺️😉",5
231,"chegou tudo certinho, só n gostei da embalagem (não colocaram nem um plásticos bolha",5
232,Entrega foi rápida e bem sinalizada.,5
233,"A minha única reclamação é em relação a embalagem, a caixinha veio literalmente solta dentro de outra caixa, sem qualquer proteção ao redor. A entrega em si foi super rápida, comprei no domingo e na quarta tinha chego. Em relação ao celular, não tenho o que reclamar, esteticamente muito bonito, não apresentou nenhum problema até o momento e estou mega satisfeita com a minha compra. Deixei algumas fotos que tirei com ele e inegavelmente a câmera é impecável!",5
234,Muito bom… produto entregue corretamente até mesmo antes do prazo!!! Atendeu completamente as expectativas!!!,5
235,ótimo e chegou exatamente no prazo estipulado,5
236,O iPhone 15 possui um designer interessante e a duração da bateria é de um dia a partir do uso moderado pra mais. Nada a reclamar até então. A Amazon sempre parceira e com boas ofertas nos mais variados produtos.,5
237,"Exatamente como na foto, chegou dentro do prazo prometido. O celular é lindo, vem muito bem embalado e seguro. A segurança na entrega também é ótima, exigindo código para liberação do produto. Ele é azul beeeem clarinho, quase branco, um charme.",5
238,O acabamento é muito bom e o celular cumpre oque se espera dele,5
239,"Entrega rápida ,  o diferencial da Amazon. Cel da Apple sempre perfeito !",5
240,"Vender muito confiável, o produto chegou em uma semana em Manaus. Tudo certo e perfeito. Super recomendo.",5
241,"Produto excelente, chegou tudo nos conformes.",5
242,igual o anúncio muito bom câmera top,5
243,"O aparelho veio bem embalado, muito bonito e chegou muito rápido… estou muito satisfeita com a minha compra.",5
244,"Chegou no dia certinho, perfeito e lindo.",5
245,"Produto excelente com entrega antes do prazo, recomendo",5
246,Produto excelente e a entrega muito rapida.,5
247,Ótimo produto. Superou minhas expectativas,5
